N,Database,Accession,Type
1,ENA,ERR1837134,RUN
2,ENA,ERR1837135,RUN
3,ENA,ERR1837136,RUN
4,ENA,ERR1837137,RUN
5,ENA,ERR1837138,RUN
6,ENA,ERR1837139,RUN
7,ENA,ERR1837140,RUN
8,ENA,ERR1837141,RUN
9,ENA,ERR1837142,RUN
10,ENA,ERR1837143,RUN
11,ENA,ERR1837144,RUN
12,ENA,ERR1837146,RUN
13,ENA,ERR1837147,RUN
14,ENA,ERR1837148,RUN
15,ENA,ERR1837149,RUN
16,ENA,ERR1837150,RUN
17,ENA,ERR1837151,RUN
18,ENA,ERR1837152,RUN
19,ENA,ERR1837154,RUN
20,ENA,ERR1837155,RUN
21,ENA,ERR1837156,RUN
22,ENA,ERR1837157,RUN
23,ENA,ERR1837158,RUN
24,ENA,ERR1837159,RUN
25,ENA,ERR1837160,RUN
26,ENA,ERR1837161,RUN
27,ENA,ERR1837162,RUN
28,ENA,ERR1837163,RUN
29,ENA,ERR1837164,RUN
30,ENA,ERR1837165,RUN
31,ENA,ERR1837166,RUN
32,ENA,ERR1837168,RUN
33,ENA,ERR1837169,RUN
34,ENA,ERR1837171,RUN
35,ENA,ERR1837172,RUN
36,ENA,ERR1837174,RUN
37,ENA,ERR1837175,RUN
38,ENA,ERR1837176,RUN
39,ENA,ERR1837177,RUN
40,ENA,ERR1837178,RUN
41,ENA,ERR1837179,RUN
42,ENA,ERR1837180,RUN
43,ENA,ERR1837182,RUN
44,ENA,ERR1837183,RUN
45,ENA,ERR1837184,RUN
46,ENA,ERR1837188,RUN
47,ENA,ERR1837189,RUN
48,ENA,ERR1837190,RUN
49,ENA,ERR1837191,RUN
50,ENA,ERR1837192,RUN
51,ENA,ERR1837196,RUN
52,ENA,ERR1837201,RUN
53,ENA,ERR1837202,RUN
54,ENA,ERR1837203,RUN
55,ENA,ERR1837205,RUN
56,ENA,ERR1837210,RUN
57,ENA,ERR1837211,RUN
58,ENA,ERR1837212,RUN
59,ENA,ERR1837213,RUN
60,ENA,ERR1837214,RUN
61,ENA,ERR1837215,RUN
62,ENA,ERR1837216,RUN
63,ENA,ERR1837217,RUN
64,ENA,ERR1837218,RUN
65,ENA,ERR1837219,RUN
66,ENA,ERR1837220,RUN
67,ENA,ERR1837221,RUN
68,ENA,ERR1837222,RUN
69,ENA,ERR1837223,RUN
70,ENA,ERR1837224,RUN
71,ENA,ERR1837225,RUN
72,ENA,ERR1837226,RUN
73,ENA,ERR1837227,RUN
74,ENA,ERR1837228,RUN
75,ENA,ERR1837229,RUN
76,ENA,ERR1837230,RUN
77,ENA,ERR1837231,RUN
78,ENA,ERR1837232,RUN
79,ENA,ERR1837233,RUN
80,ENA,ERR1837235,RUN
81,ENA,ERR1837236,RUN
82,ENA,ERR1837237,RUN
83,ENA,ERR1837238,RUN
84,ENA,ERR1837239,RUN
85,ENA,ERR1837240,RUN
86,ENA,ERR1837241,RUN
87,ENA,ERR1837242,RUN
88,ENA,ERR1837243,RUN
89,ENA,ERR1837244,RUN
90,ENA,ERR1837245,RUN
91,ENA,ERR1837246,RUN
92,ENA,ERR1837247,RUN
93,ENA,ERR1837248,RUN
94,ENA,ERR1837249,RUN
95,ENA,ERR1837250,RUN
96,ENA,ERR1837251,RUN
97,ENA,ERR1837252,RUN
98,ENA,ERR1837253,RUN
99,ENA,ERR1837254,RUN
100,ENA,ERR1837255,RUN
101,ENA,ERR1837256,RUN
102,ENA,ERR1837257,RUN
103,ENA,ERR1837258,RUN
104,ENA,ERR1837259,RUN
105,ENA,ERR1837260,RUN
106,ENA,ERR1837261,RUN
107,ENA,ERR1837262,RUN
108,ENA,ERR1837263,RUN
109,ENA,ERR1837264,RUN
110,ENA,ERR1837265,RUN
111,ENA,ERR1837266,RUN
112,ENA,ERR1837267,RUN
113,ENA,ERR1837268,RUN
114,ENA,ERR1837269,RUN
115,ENA,ERR1837270,RUN
116,ENA,ERR1837271,RUN
117,ENA,ERR1837272,RUN
118,ENA,ERR1837273,RUN
119,ENA,ERR1837274,RUN
120,ENA,ERR1837275,RUN
121,ENA,ERR1837278,RUN
122,ENA,ERR1837279,RUN
123,ENA,ERR1837280,RUN
124,ENA,ERR1837281,RUN
125,ENA,ERR1837282,RUN
126,ENA,ERR1837283,RUN
127,ENA,ERR1837284,RUN
128,ENA,ERR1837286,RUN
129,ENA,ERR1837287,RUN
130,ENA,ERR1837288,RUN
131,ENA,ERR1837289,RUN
132,ENA,ERR1837290,RUN
133,ENA,ERR1842964,RUN
134,ENA,ERR1842968,RUN
135,ENA,ERR2213818,RUN
136,ENA,ERR2213819,RUN
137,ENA,ERR2213820,RUN
138,ENA,ERR2213821,RUN
139,ENA,ERR2213822,RUN
140,ENA,ERR2213823,RUN
141,ENA,ERR2213824,RUN
142,ENA,ERR2213825,RUN
143,ENA,ERR2213826,RUN
144,ENA,ERR2213827,RUN
145,ENA,ERR2213828,RUN
146,ENA,ERR2213829,RUN
147,ENA,ERR2213830,RUN
148,ENA,ERR2213831,RUN
149,ENA,ERR2213832,RUN
150,ENA,ERR2213833,RUN
151,ENA,ERR2213834,RUN
152,ENA,ERR2213835,RUN
153,ENA,ERR2213836,RUN
154,ENA,ERR2213837,RUN
155,ENA,ERR2213838,RUN
156,ENA,ERR2213839,RUN
157,ENA,ERR2213840,RUN
158,ENA,ERR2213841,RUN
159,ENA,ERR2213843,RUN
160,ENA,ERR2213844,RUN
161,ENA,ERR2213845,RUN
162,ENA,ERR2213846,RUN
163,ENA,ERR2213847,RUN
164,ENA,ERR2213848,RUN
165,ENA,ERR2213849,RUN
166,ENA,ERR2213850,RUN
